"";"n(LRT=0)";"n (P < 0.025)";"n (P < 0.05)";"pi0";"n(q < 0.05)";"n(TP P < 0.05)";"n(TP P = 1)";"TP";"percent_FP";"classical_Power";"FDR_power"
"BH.output";4804;933;1253;1;385;766;31;371;3,63636363636364;76,6;37,1
"ST.output";4804;933;1253;0,9608;393;766;31;378;3,81679389312977;76,6;37,8
