"";"n(LRT=0)";"n (P < 0.025)";"n (P < 0.05)";"pi0";"n(q < 0.05)";"n(TP P < 0.05)";"n(TP P = 1)";"TP";"percent_FP";"classical_Power";"FDR_power"
"BH.output";4539;1098;1403;1;684;913;4;660;3,50877192982456;91,3;66
"ST.output";4539;1098;1403;0,9078;705;913;4;678;3,82978723404255;91,3;67,8
