"";"n(LRT=0)";"n (P < 0.025)";"n (P < 0.05)";"pi0";"n(q < 0.05)";"n(TP P < 0.05)";"n(TP P = 1)";"TP";"percent_FP";"classical_Power";"FDR_power"
"BH.output";4345;1210;1650;1;434;1213;117;419;3,45622119815668;60,65;20,95
"ST.output";4345;1210;1650;0,869;486;1213;117;466;4,11522633744856;60,65;23,3
