"";"n(LRT=0)";"n (P < 0.025)";"n (P < 0.05)";"pi0";"n(q < 0.05)";"n(TP P < 0.05)";"n(TP P = 1)";"TP";"percent_FP";"classical_Power";"FDR_power"
"BH.output";5734;1059;1289;1;737;955;1;725;1,62822252374491;95,5;72,5
"ST.output";5734;1059;1289;1;737;955;1;725;1,62822252374491;95,5;72,5
